list_name,topic,line_no,md_title,source_note,paper_url,arxiv_id,occurrences_in_markdown,found_in_arxiv_api,arxiv_id_versioned,arxiv_title,arxiv_abstract,authors,published,updated,primary_category,categories,comment,doi,journal_ref,arxiv_url,pdf_url
The ML,Computer Vision,2416,A survey of loss functions for semantic segmentation.,CIBCB 2020,https://arxiv.org/pdf/2006.14822.pdf,2006.14822,2,True,2006.14822v4,A survey of loss functions for semantic segmentation,"Image Segmentation has been an active field of research as it has a wide range of applications, ranging from automated disease detection to self-driving cars. In the past five years, various papers came up with different objective loss functions used in different cases such as biased data, sparse segmentation, etc. In this paper, we have summarized some of the well-known loss functions widely used for Image Segmentation and listed out the cases where their usage can help in fast and better convergence of a model. Furthermore, we have also introduced a new log-cosh dice loss function and compared its performance on the NBFS skull-segmentation open-source data-set with widely used loss functions. We also showcased that certain loss functions perform well across all data-sets and can be taken as a good baseline choice in unknown data distribution scenarios. Our code is available at Github: https://github.com/shruti-jadon/Semantic-Segmentation-Loss-Functions.",Shruti Jadon,2020-06-26T06:49:18Z,2020-09-03T01:14:34Z,eess.IV,cs.CV cs.LG eess.IV,"5 pages, 5 figures, 2 tables",10.1109/CIBCB48159.2020.9277638,2020 IEEE International Conference on Computational Intelligence in Bioinformatics and Computational Biology,http://arxiv.org/abs/2006.14822v4,https://arxiv.org/pdf/2006.14822v4
The ML,Computer Vision,2420,A Survey of Modern Deep Learning based Object Detection Models.,Digit. Signal Process. 2022,https://arxiv.org/pdf/2104.11892.pdf,2104.11892,1,True,2104.11892v2,A Survey of Modern Deep Learning based Object Detection Models,"Object Detection is the task of classification and localization of objects in an image or video. It has gained prominence in recent years due to its widespread applications. This article surveys recent developments in deep learning based object detectors. Concise overview of benchmark datasets and evaluation metrics used in detection is also provided along with some of the prominent backbone architectures used in recognition tasks. It also covers contemporary lightweight classification models used on edge devices. Lastly, we compare the performances of these architectures on multiple metrics.",Syed Sahil Abbas Zaidi | Mohammad Samar Ansari | Asra Aslam | Nadia Kanwal | Mamoona Asghar | Brian Lee,2021-04-24T06:33:54Z,2021-05-12T16:45:20Z,cs.CV,cs.CV cs.LG eess.IV,Preprint submitted to IET Computer Vision,,,http://arxiv.org/abs/2104.11892v2,https://arxiv.org/pdf/2104.11892v2
The ML,Computer Vision,2424,A survey of top-down approaches for human pose estimation.,arXiv 2022,https://arxiv.org/pdf/2202.02656.pdf,2202.02656,1,True,2202.02656v1,A survey of top-down approaches for human pose estimation,"Human pose estimation in two-dimensional images videos has been a hot topic in the computer vision problem recently due to its vast benefits and potential applications for improving human life, such as behaviors recognition, motion capture and augmented reality, training robots, and movement tracking. Many state-of-the-art methods implemented with Deep Learning have addressed several challenges and brought tremendous remarkable results in the field of human pose estimation. Approaches are classified into two kinds: the two-step framework (top-down approach) and the part-based framework (bottom-up approach). While the two-step framework first incorporates a person detector and then estimates the pose within each box independently, detecting all body parts in the image and associating parts belonging to distinct persons is conducted in the part-based framework. This paper aims to provide newcomers with an extensive review of deep learning methods-based 2D images for recognizing the pose of people, which only focuses on top-down approaches since 2016. The discussion through this paper presents significant detectors and estimators depending on mathematical background, the challenges and limitations, benchmark datasets, evaluation metrics, and comparison between methods.",Thong Duy Nguyen | Milan Kresovic,2022-02-05T23:27:46Z,2022-02-05T23:27:46Z,cs.CV,cs.AI cs.CV cs.LG,16 pages,,,http://arxiv.org/abs/2202.02656v1,https://arxiv.org/pdf/2202.02656v1
The ML,Computer Vision,2432,A Survey of Visual Sensory Anomaly Detection.,arXiv 2022,https://arxiv.org/pdf/2202.07006.pdf,2202.07006,1,True,2202.07006v1,A Survey of Visual Sensory Anomaly Detection,"Visual sensory anomaly detection (AD) is an essential problem in computer vision, which is gaining momentum recently thanks to the development of AI for good. Compared with semantic anomaly detection which detects anomaly at the label level (semantic shift), visual sensory AD detects the abnormal part of the sample (covariate shift). However, no thorough review has been provided to summarize this area for the computer vision community. In this survey, we are the first one to provide a comprehensive review of visual sensory AD and category into three levels according to the form of anomalies. Furthermore, we classify each kind of anomaly according to the level of supervision. Finally, we summarize the challenges and provide open directions for this community. All resources are available at https://github.com/M-3LAB/awesome-visual-sensory-anomaly-detection.",Xi Jiang | Guoyang Xie | Jinbao Wang | Yong Liu | Chengjie Wang | Feng Zheng | Yaochu Jin,2022-02-14T19:50:03Z,2022-02-14T19:50:03Z,cs.CV,cs.CV,,,,http://arxiv.org/abs/2202.07006v1,https://arxiv.org/pdf/2202.07006v1
The ML,Computer Vision,2436,A Survey of Visual Transformers.,arXiv 2021,https://arxiv.org/pdf/2111.06091.pdf,2111.06091,1,True,2111.06091v4,A Survey of Visual Transformers,"Transformer, an attention-based encoder-decoder model, has already revolutionized the field of natural language processing (NLP). Inspired by such significant achievements, some pioneering works have recently been done on employing Transformer-liked architectures in the computer vision (CV) field, which have demonstrated their effectiveness on three fundamental CV tasks (classification, detection, and segmentation) as well as multiple sensory data stream (images, point clouds, and vision-language data). Because of their competitive modeling capabilities, the visual Transformers have achieved impressive performance improvements over multiple benchmarks as compared with modern Convolution Neural Networks (CNNs). In this survey, we have reviewed over one hundred of different visual Transformers comprehensively according to three fundamental CV tasks and different data stream types, where a taxonomy is proposed to organize the representative methods according to their motivations, structures, and application scenarios. Because of their differences on training settings and dedicated vision tasks, we have also evaluated and compared all these existing visual Transformers under different configurations. Furthermore, we have revealed a series of essential but unexploited aspects that may empower such visual Transformers to stand out from numerous architectures, e.g., slack high-level semantic embeddings to bridge the gap between the visual Transformers and the sequential ones. Finally, three promising research directions are suggested for future investment. We will continue to update the latest articles and their released source codes at https://github.com/liuyang-ict/awesome-visual-transformers.",Yang Liu | Yao Zhang | Yixin Wang | Feng Hou | Jin Yuan | Jiang Tian | Yang Zhang | Zhongchao Shi | Jianping Fan | Zhiqiang He,2021-11-11T07:56:04Z,2022-12-06T16:26:56Z,cs.CV,cs.CV,Accepted by IEEE Transactions on Neural Networks and Learning Systems (TNNLS),,,http://arxiv.org/abs/2111.06091v4,https://arxiv.org/pdf/2111.06091v4
The ML,Computer Vision,2440,"A survey on applications of augmented, mixed and virtual reality for nature and environment.",HCI 2021,https://arxiv.org/abs/2008.12024,2008.12024,1,True,2008.12024v2,"A survey on applications of augmented, mixed and virtual reality for nature and environment","Augmented reality (AR), virtual reality (VR) and mixed reality (MR) are technologies of great potential due to the engaging and enriching experiences they are capable of providing. Their use is rapidly increasing in diverse fields such as medicine, manufacturing or entertainment. However, the possibilities that AR, VR and MR offer in the area of environmental applications are not yet widely explored. In this paper we present the outcome of a survey meant to discover and classify existing AR/VR/MR applications that can benefit the environment or increase awareness on environmental issues. We performed an exhaustive search over several online publication access platforms and past proceedings of major conferences in the fields of AR/VR/MR. Identified relevant papers were filtered based on novelty, technical soundness, impact and topic relevance, and classified into different categories. Referring to the selected papers, we discuss how the applications of each category are contributing to environmental protection, preservation and sensitization purposes. We further analyse these approaches as well as possible future directions in the scope of existing and upcoming AR/VR/MR enabling technologies.",Jason Rambach | Gergana Lilligreen | Alexander Schäfer | Ramya Bankanal | Alexander Wiebel | Didier Stricker,2020-08-27T09:59:27Z,2020-08-28T08:47:26Z,cs.HC,cs.CV cs.CY cs.GT cs.HC,,,,http://arxiv.org/abs/2008.12024v2,https://arxiv.org/pdf/2008.12024v2
The ML,Computer Vision,2444,A survey on deep hashing for image retrieval.,arXiv 2020,https://arxiv.org/abs/2006.05627,2006.05627,1,True,2006.05627v1,A survey on deep hashing for image retrieval,"Hashing has been widely used in approximate nearest search for large-scale database retrieval for its computation and storage efficiency. Deep hashing, which devises convolutional neural network architecture to exploit and extract the semantic information or feature of images, has received increasing attention recently. In this survey, several deep supervised hashing methods for image retrieval are evaluated and I conclude three main different directions for deep supervised hashing methods. Several comments are made at the end. Moreover, to break through the bottleneck of the existing hashing methods, I propose a Shadow Recurrent Hashing(SRH) method as a try. Specifically, I devise a CNN architecture to extract the semantic features of images and design a loss function to encourage similar images projected close. To this end, I propose a concept: shadow of the CNN output. During optimization process, the CNN output and its shadow are guiding each other so as to achieve the optimal solution as much as possible. Several experiments on dataset CIFAR-10 show the satisfying performance of SRH.",Xiaopeng Zhang,2020-06-10T03:01:59Z,2020-06-10T03:01:59Z,cs.CV,cs.CV cs.LG eess.IV,,,,http://arxiv.org/abs/2006.05627v1,https://arxiv.org/pdf/2006.05627v1
The ML,Computer Vision,2448,A Survey on Deep Learning in Medical Image Analysis.,Medical Image Anal. 2017,https://arxiv.org/abs/1702.05747,1702.05747,1,True,1702.05747v2,A Survey on Deep Learning in Medical Image Analysis,"Deep learning algorithms, in particular convolutional networks, have rapidly become a methodology of choice for analyzing medical images. This paper reviews the major deep learning concepts pertinent to medical image analysis and summarizes over 300 contributions to the field, most of which appeared in the last year. We survey the use of deep learning for image classification, object detection, segmentation, registration, and other tasks and provide concise overviews of studies per application area. Open challenges and directions for future research are discussed.",Geert Litjens | Thijs Kooi | Babak Ehteshami Bejnordi | Arnaud Arindra Adiyoso Setio | Francesco Ciompi | Mohsen Ghafoorian | Jeroen A. W. M. van der Laak | Bram van Ginneken | Clara I. Sánchez,2017-02-19T13:02:28Z,2017-06-04T10:21:55Z,cs.CV,cs.CV,Revised survey includes expanded discussion section and reworked introductory section on common deep architectures. Added missed papers from before Feb 1st 2017,10.1016/j.media.2017.07.005,Med Image Anal. (2017) 42:60-88,http://arxiv.org/abs/1702.05747v2,https://arxiv.org/pdf/1702.05747v2
The ML,Computer Vision,2452,A Survey on Deep Learning Technique for Video Segmentation.,arXiv 2021,https://arxiv.org/pdf/2107.01153.pdf,2107.01153,1,True,2107.01153v4,A Survey on Deep Learning Technique for Video Segmentation,"Video segmentation -- partitioning video frames into multiple segments or objects -- plays a critical role in a broad range of practical applications, from enhancing visual effects in movie, to understanding scenes in autonomous driving, to creating virtual background in video conferencing. Recently, with the renaissance of connectionism in computer vision, there has been an influx of deep learning based approaches for video segmentation that have delivered compelling performance. In this survey, we comprehensively review two basic lines of research -- generic object segmentation (of unknown categories) in videos, and video semantic segmentation -- by introducing their respective task settings, background concepts, perceived need, development history, and main challenges. We also offer a detailed overview of representative literature on both methods and datasets. We further benchmark the reviewed methods on several well-known datasets. Finally, we point out open issues in this field, and suggest opportunities for further research. We also provide a public website to continuously track developments in this fast advancing field: https://github.com/tfzhou/VS-Survey.",Tianfei Zhou | Fatih Porikli | David Crandall | Luc Van Gool | Wenguan Wang,2021-07-02T15:51:07Z,2022-11-29T11:08:17Z,cs.CV,cs.CV,Accepted by TPAMI. Website: https://github.com/tfzhou/VS-Survey,,,http://arxiv.org/abs/2107.01153v4,https://arxiv.org/pdf/2107.01153v4
The ML,Computer Vision,2456,A Survey on Graph Neural Networks and Graph Transformers in Computer Vision: A Task-Oriented Perspective.,arXiv 2022,https://arxiv.org/pdf/2209.13232.pdf,2209.13232,2,True,2209.13232v4,A Survey on Graph Neural Networks and Graph Transformers in Computer Vision: A Task-Oriented Perspective,"Graph Neural Networks (GNNs) have gained momentum in graph representation learning and boosted the state of the art in a variety of areas, such as data mining (\emph{e.g.,} social network analysis and recommender systems), computer vision (\emph{e.g.,} object detection and point cloud learning), and natural language processing (\emph{e.g.,} relation extraction and sequence learning), to name a few. With the emergence of Transformers in natural language processing and computer vision, graph Transformers embed a graph structure into the Transformer architecture to overcome the limitations of local neighborhood aggregation while avoiding strict structural inductive biases. In this paper, we present a comprehensive review of GNNs and graph Transformers in computer vision from a task-oriented perspective. Specifically, we divide their applications in computer vision into five categories according to the modality of input data, \emph{i.e.,} 2D natural images, videos, 3D data, vision + language, and medical images. In each category, we further divide the applications according to a set of vision tasks. Such a task-oriented taxonomy allows us to examine how each task is tackled by different GNN-based approaches and how well these approaches perform. Based on the necessary preliminaries, we provide the definitions and challenges of the tasks, in-depth coverage of the representative approaches, as well as discussions regarding insights, limitations, and future directions.",Chaoqi Chen | Yushuang Wu | Qiyuan Dai | Hong-Yu Zhou | Mutian Xu | Sibei Yang | Xiaoguang Han | Yizhou Yu,2022-09-27T08:10:14Z,2024-08-14T09:05:15Z,cs.CV,cs.AI cs.CV cs.LG,Accepted by IEEE Transactions on Pattern Analysis and Machine Intelligence (T-PAMI),,,http://arxiv.org/abs/2209.13232v4,https://arxiv.org/pdf/2209.13232v4
The ML,Computer Vision,2460,A Survey on Label-efficient Deep Image Segmentation: Bridging the Gap between Weak Supervision and Dense Prediction.,IEEE Trans. Pattern Anal. Mach. Intell. 2022,https://arxiv.org/abs/2207.01223,2207.01223,1,True,2207.01223v2,A Survey on Label-efficient Deep Image Segmentation: Bridging the Gap between Weak Supervision and Dense Prediction,"The rapid development of deep learning has made a great progress in image segmentation, one of the fundamental tasks of computer vision. However, the current segmentation algorithms mostly rely on the availability of pixel-level annotations, which are often expensive, tedious, and laborious. To alleviate this burden, the past years have witnessed an increasing attention in building label-efficient, deep-learning-based image segmentation algorithms. This paper offers a comprehensive review on label-efficient image segmentation methods. To this end, we first develop a taxonomy to organize these methods according to the supervision provided by different types of weak labels (including no supervision, inexact supervision, incomplete supervision and inaccurate supervision) and supplemented by the types of segmentation problems (including semantic segmentation, instance segmentation and panoptic segmentation). Next, we summarize the existing label-efficient image segmentation methods from a unified perspective that discusses an important question: how to bridge the gap between weak supervision and dense prediction -- the current methods are mostly based on heuristic priors, such as cross-pixel similarity, cross-label constraint, cross-view consistency, and cross-image relation. Finally, we share our opinions about the future research directions for label-efficient deep image segmentation.",Wei Shen | Zelin Peng | Xuehui Wang | Huayu Wang | Jiazhong Cen | Dongsheng Jiang | Lingxi Xie | Xiaokang Yang | Qi Tian,2022-07-04T06:21:01Z,2023-02-15T09:00:21Z,cs.CV,cs.CV,Accepted to IEEE TPAMI,,,http://arxiv.org/abs/2207.01223v2,https://arxiv.org/pdf/2207.01223v2
The ML,Computer Vision,2464,A Survey on Visual Map Localization Using LiDARs and Cameras.,arXiv 2022,https://arxiv.org/pdf/2208.03376.pdf,2208.03376,1,True,2208.03376v1,A Survey on Visual Map Localization Using LiDARs and Cameras,"As the autonomous driving industry is slowly maturing, visual map localization is quickly becoming the standard approach to localize cars as accurately as possible. Owing to the rich data returned by visual sensors such as cameras or LiDARs, researchers are able to build different types of maps with various levels of details, and use them to achieve high levels of vehicle localization accuracy and stability in urban environments. Contrary to the popular SLAM approaches, visual map localization relies on pre-built maps, and is focused solely on improving the localization accuracy by avoiding error accumulation or drift. We define visual map localization as a two-stage process. At the stage of place recognition, the initial position of the vehicle in the map is determined by comparing the visual sensor output with a set of geo-tagged map regions of interest. Subsequently, at the stage of map metric localization, the vehicle is tracked while it moves across the map by continuously aligning the visual sensors' output with the current area of the map that is being traversed. In this paper, we survey, discuss and compare the latest methods for LiDAR based, camera based and cross-modal visual map localization for both stages, in an effort to highlight the strength and weakness of each approach.",Elhousni Mahdi | Huang Xinming,2022-08-05T20:11:18Z,2022-08-05T20:11:18Z,cs.CV,cs.CV cs.RO,Under review,,,http://arxiv.org/abs/2208.03376v1,https://arxiv.org/pdf/2208.03376v1
The ML,Computer Vision,2468,A Technical Survey and Evaluation of Traditional Point Cloud Clustering Methods for LiDAR Panoptic Segmentation.,ICCVW 2021,https://arxiv.org/pdf/2108.09522.pdf,2108.09522,1,True,2108.09522v1,A Technical Survey and Evaluation of Traditional Point Cloud Clustering Methods for LiDAR Panoptic Segmentation,"LiDAR panoptic segmentation is a newly proposed technical task for autonomous driving. In contrast to popular end-to-end deep learning solutions, we propose a hybrid method with an existing semantic segmentation network to extract semantic information and a traditional LiDAR point cloud cluster algorithm to split each instance object. We argue geometry-based traditional clustering algorithms are worth being considered by showing a state-of-the-art performance among all published end-to-end deep learning solutions on the panoptic segmentation leaderboard of the SemanticKITTI dataset. To our best knowledge, we are the first to attempt the point cloud panoptic segmentation with clustering algorithms. Therefore, instead of working on new models, we give a comprehensive technical survey in this paper by implementing four typical cluster methods and report their performances on the benchmark. Those four cluster methods are the most representative ones with real-time running speed. They are implemented with C++ in this paper and then wrapped as a python function for seamless integration with the existing deep learning frameworks. We release our code for peer researchers who might be interested in this problem.",Yiming Zhao | Xiao Zhang | Xinming Huang,2021-08-21T14:59:02Z,2021-08-21T14:59:02Z,cs.CV,cs.CV cs.RO,1. A hybrid SOTA solution. 2. Accept by ICCV2021 Workshop on Traditional Computer Vision in the Age of Deep Learning. 3. Code: https://github.com/placeforyiming/ICCVW21-LiDAR-Panoptic-Segmentation-TradiCV-Survey-of-Point-Cloud-Cluster,,,http://arxiv.org/abs/2108.09522v1,https://arxiv.org/pdf/2108.09522v1
The ML,Computer Vision,2472,Advances in adversarial attacks and defenses in computer vision: A survey.,IEEE Access 2021,https://arxiv.org/pdf/2108.00401.pdf,2108.00401,1,True,2108.00401v2,Advances in adversarial attacks and defenses in computer vision: A survey,"Deep Learning (DL) is the most widely used tool in the contemporary field of computer vision. Its ability to accurately solve complex problems is employed in vision research to learn deep neural models for a variety of tasks, including security critical applications. However, it is now known that DL is vulnerable to adversarial attacks that can manipulate its predictions by introducing visually imperceptible perturbations in images and videos. Since the discovery of this phenomenon in 2013~[1], it has attracted significant attention of researchers from multiple sub-fields of machine intelligence. In [2], we reviewed the contributions made by the computer vision community in adversarial attacks on deep learning (and their defenses) until the advent of year 2018. Many of those contributions have inspired new directions in this area, which has matured significantly since witnessing the first generation methods. Hence, as a legacy sequel of [2], this literature review focuses on the advances in this area since 2018. To ensure authenticity, we mainly consider peer-reviewed contributions published in the prestigious sources of computer vision and machine learning research. Besides a comprehensive literature review, the article also provides concise definitions of technical terminologies for non-experts in this domain. Finally, this article discusses challenges and future outlook of this direction based on the literature reviewed herein and [2].",Naveed Akhtar | Ajmal Mian | Navid Kardan | Mubarak Shah,2021-08-01T08:54:47Z,2021-09-02T09:14:33Z,cs.CV,cs.CR cs.CV cs.CY cs.LG,"35 pages, 450+ references",,,http://arxiv.org/abs/2108.00401v2,https://arxiv.org/pdf/2108.00401v2
The ML,Computer Vision,2476,Adversarial Examples on Object Recognition: A Comprehensive Survey.,ACM Comput. Surv. 2021,https://arxiv.org/abs/2008.04094,2008.04094,1,True,2008.04094v2,Adversarial Examples on Object Recognition: A Comprehensive Survey,"Deep neural networks are at the forefront of machine learning research. However, despite achieving impressive performance on complex tasks, they can be very sensitive: Small perturbations of inputs can be sufficient to induce incorrect behavior. Such perturbations, called adversarial examples, are intentionally designed to test the network's sensitivity to distribution drifts. Given their surprisingly small size, a wide body of literature conjectures on their existence and how this phenomenon can be mitigated. In this article we discuss the impact of adversarial examples on security, safety, and robustness of neural networks. We start by introducing the hypotheses behind their existence, the methods used to construct or protect against them, and the capacity to transfer adversarial examples between different machine learning models. Altogether, the goal is to provide a comprehensive and self-contained survey of this growing field of research.",Alex Serban | Erik Poll | Joost Visser,2020-08-07T08:51:21Z,2020-09-03T09:53:48Z,cs.CV,cs.CV cs.LG,Published in ACM CSUR. arXiv admin note: text overlap with arXiv:1810.01185,,,http://arxiv.org/abs/2008.04094v2,https://arxiv.org/pdf/2008.04094v2
The ML,Computer Vision,2480,Adversarial Machine Learning in Image Classification: A Survey Towards the Defender's Perspective.,arXiv 2020,https://arxiv.org/pdf/2009.03728.pdf,2009.03728,1,True,2009.03728v1,Adversarial Machine Learning in Image Classification: A Survey Towards the Defender's Perspective,"Deep Learning algorithms have achieved the state-of-the-art performance for Image Classification and have been used even in security-critical applications, such as biometric recognition systems and self-driving cars. However, recent works have shown those algorithms, which can even surpass the human capabilities, are vulnerable to adversarial examples. In Computer Vision, adversarial examples are images containing subtle perturbations generated by malicious optimization algorithms in order to fool classifiers. As an attempt to mitigate these vulnerabilities, numerous countermeasures have been constantly proposed in literature. Nevertheless, devising an efficient defense mechanism has proven to be a difficult task, since many approaches have already shown to be ineffective to adaptive attackers. Thus, this self-containing paper aims to provide all readerships with a review of the latest research progress on Adversarial Machine Learning in Image Classification, however with a defender's perspective. Here, novel taxonomies for categorizing adversarial attacks and defenses are introduced and discussions about the existence of adversarial examples are provided. Further, in contrast to exisiting surveys, it is also given relevant guidance that should be taken into consideration by researchers when devising and evaluating defenses. Finally, based on the reviewed literature, it is discussed some promising paths for future research.",Gabriel Resende Machado | Eugênio Silva | Ronaldo Ribeiro Goldschmidt,2020-09-08T13:21:55Z,2020-09-08T13:21:55Z,cs.CV,cs.CV,,10.1145/3485133,"ACM Computing Surveys (CSUR), Volume 55, Issue 1, Article 8, 2021",http://arxiv.org/abs/2009.03728v1,https://arxiv.org/pdf/2009.03728v1
The ML,Computer Vision,2484,Affective Image Content Analysis: Two Decades Review and New Perspectives.,IEEE Trans. Pattern Anal. Mach. Intell. 2022,https://arxiv.org/pdf/2106.16125.pdf,2106.16125,1,True,2106.16125v1,Affective Image Content Analysis: Two Decades Review and New Perspectives,"Images can convey rich semantics and induce various emotions in viewers. Recently, with the rapid advancement of emotional intelligence and the explosive growth of visual data, extensive research efforts have been dedicated to affective image content analysis (AICA). In this survey, we will comprehensively review the development of AICA in the recent two decades, especially focusing on the state-of-the-art methods with respect to three main challenges -- the affective gap, perception subjectivity, and label noise and absence. We begin with an introduction to the key emotion representation models that have been widely employed in AICA and description of available datasets for performing evaluation with quantitative comparison of label noise and dataset bias. We then summarize and compare the representative approaches on (1) emotion feature extraction, including both handcrafted and deep features, (2) learning methods on dominant emotion recognition, personalized emotion prediction, emotion distribution learning, and learning from noisy data or few labels, and (3) AICA based applications. Finally, we discuss some challenges and promising research directions in the future, such as image content and context understanding, group emotion clustering, and viewer-image interaction.",Sicheng Zhao | Xingxu Yao | Jufeng Yang | Guoli Jia | Guiguang Ding | Tat-Seng Chua | Björn W. Schuller | Kurt Keutzer,2021-06-30T15:20:56Z,2021-06-30T15:20:56Z,cs.CV,cs.AI cs.CV cs.MM,Accepted by IEEE TPAMI,,,http://arxiv.org/abs/2106.16125v1,https://arxiv.org/pdf/2106.16125v1
The ML,Computer Vision,2488,Applications of Artificial Neural Networks in Microorganism Image Analysis: A Comprehensive Review from Conventional Multilayer Perceptron to Popular Convolutional Neural Network and Potential Visual Transformer.,arXiv 2021,https://arxiv.org/pdf/2108.00358.pdf,2108.00358,1,True,2108.00358v3,Applications of Artificial Neural Networks in Microorganism Image Analysis: A Comprehensive Review from Conventional Multilayer Perceptron to Popular Convolutional Neural Network and Potential Visual Transformer,"Microorganisms are widely distributed in the human daily living environment. They play an essential role in environmental pollution control, disease prevention and treatment, and food and drug production. The analysis of microorganisms is essential for making full use of different microorganisms. The conventional analysis methods are laborious and time-consuming. Therefore, the automatic image analysis based on artificial neural networks is introduced to optimize it. However, the automatic microorganism image analysis faces many challenges, such as the requirement of a robust algorithm caused by various application occasions, insignificant features and easy under-segmentation caused by the image characteristic, and various analysis tasks. Therefore, we conduct this review to comprehensively discuss the characteristics of microorganism image analysis based on artificial neural networks. In this review, the background and motivation are introduced first. Then, the development of artificial neural networks and representative networks are presented. After that, the papers related to microorganism image analysis based on classical and deep neural networks are reviewed from the perspectives of different tasks. In the end, the methodology analysis and potential direction are discussed.",Jinghua Zhang | Chen Li | Yimin Yin | Jiawei Zhang | Marcin Grzegorzek,2021-08-01T03:46:48Z,2022-03-24T11:44:50Z,cs.CV,cs.AI cs.CV,,,,http://arxiv.org/abs/2108.00358v3,https://arxiv.org/pdf/2108.00358v3
The ML,Computer Vision,2492,Automatic Gaze Analysis: A Survey of Deep Learning based Approaches.,arXiv 2021,https://arxiv.org/pdf/2108.05479.pdf,2108.05479,1,True,2108.05479v3,Automatic Gaze Analysis: A Survey of Deep Learning based Approaches,"Eye gaze analysis is an important research problem in the field of Computer Vision and Human-Computer Interaction. Even with notable progress in the last 10 years, automatic gaze analysis still remains challenging due to the uniqueness of eye appearance, eye-head interplay, occlusion, image quality, and illumination conditions. There are several open questions, including what are the important cues to interpret gaze direction in an unconstrained environment without prior knowledge and how to encode them in real-time. We review the progress across a range of gaze analysis tasks and applications to elucidate these fundamental questions, identify effective methods in gaze analysis, and provide possible future directions. We analyze recent gaze estimation and segmentation methods, especially in the unsupervised and weakly supervised domain, based on their advantages and reported evaluation metrics. Our analysis shows that the development of a robust and generic gaze analysis method still needs to address real-world challenges such as unconstrained setup and learning with less supervision. We conclude by discussing future research directions for designing a real-world gaze analysis system that can propagate to other domains including Computer Vision, Augmented Reality (AR), Virtual Reality (VR), and Human Computer Interaction (HCI). Project Page: https://github.com/i-am-shreya/EyeGazeSurvey}{https://github.com/i-am-shreya/EyeGazeSurvey",Shreya Ghosh | Abhinav Dhall | Munawar Hayat | Jarrod Knibbe | Qiang Ji,2021-08-12T00:30:39Z,2022-07-21T05:07:32Z,cs.CV,cs.CV,,,,http://arxiv.org/abs/2108.05479v3,https://arxiv.org/pdf/2108.05479v3
The ML,Computer Vision,2496,Bridging Gap between Image Pixels and Semantics via Supervision: A Survey.,arXiv 2021,https://arxiv.org/pdf/2107.13757.pdf,2107.13757,1,True,2107.13757v3,Bridging Gap between Image Pixels and Semantics via Supervision: A Survey,"The fact that there exists a gap between low-level features and semantic meanings of images, called the semantic gap, is known for decades. Resolution of the semantic gap is a long standing problem. The semantic gap problem is reviewed and a survey on recent efforts in bridging the gap is made in this work. Most importantly, we claim that the semantic gap is primarily bridged through supervised learning today. Experiences are drawn from two application domains to illustrate this point: 1) object detection and 2) metric learning for content-based image retrieval (CBIR). To begin with, this paper offers a historical retrospective on supervision, makes a gradual transition to the modern data-driven methodology and introduces commonly used datasets. Then, it summarizes various supervision methods to bridge the semantic gap in the context of object detection and metric learning.",Jiali Duan | C. -C. Jay Kuo,2021-07-29T05:55:40Z,2022-04-10T17:49:09Z,cs.CV,cs.CV,"Jiali Duan and C.-C. Jay Kuo (2022), ""Bridging Gap between Image Pixels and Semantics via Supervision: A Survey"", APSIPA Transactions on Signal and Information Processing: Vol. 11: No. 1, e2. http://dx.doi.org/10.1561/116.00000038",,,http://arxiv.org/abs/2107.13757v3,https://arxiv.org/pdf/2107.13757v3
The ML,Computer Vision,2500,Compositional Scene Representation Learning via Reconstruction: A Survey.,arXiv 2022,https://arxiv.org/pdf/2202.07135.pdf,2202.07135,1,True,2202.07135v4,Compositional Scene Representation Learning via Reconstruction: A Survey,"Visual scenes are composed of visual concepts and have the property of combinatorial explosion. An important reason for humans to efficiently learn from diverse visual scenes is the ability of compositional perception, and it is desirable for artificial intelligence to have similar abilities. Compositional scene representation learning is a task that enables such abilities. In recent years, various methods have been proposed to apply deep neural networks, which have been proven to be advantageous in representation learning, to learn compositional scene representations via reconstruction, advancing this research direction into the deep learning era. Learning via reconstruction is advantageous because it may utilize massive unlabeled data and avoid costly and laborious data annotation. In this survey, we first outline the current progress on reconstruction-based compositional scene representation learning with deep neural networks, including development history and categorizations of existing methods from the perspectives of the modeling of visual scenes and the inference of scene representations; then provide benchmarks, including an open source toolbox to reproduce the benchmark experiments, of representative methods that consider the most extensively studied problem setting and form the foundation for other methods; and finally discuss the limitations of existing methods and future directions of this research topic.",Jinyang Yuan | Tonglin Chen | Bin Li | Xiangyang Xue,2022-02-15T02:14:05Z,2023-06-14T16:25:03Z,cs.LG,cs.CV cs.LG,,,,http://arxiv.org/abs/2202.07135v4,https://arxiv.org/pdf/2202.07135v4
